label,data
anger,"Anying, beleum lah awewe na. Naha aing jadi kababawa aral kieu :("
sadness,"Mah,pak ieu nu namina dewasa teh? geuning karasa cape karasa pisan leleusna gawe, cape hate cape fisik, nahan awak anu kudu na cicing ngagoler tapi kudu tetep seuri ka konsumen. Sanajan hate nalangsa, tp urang kudu berusaha"
anger,"Kuaing dibere 300 ribu sokkk asal daek bongkar barang barang aing. Geroan bebaturan maneh ayeuna, bantuan bongkar , rusak ganti. Ahh siga nu bener wae , dibere jang meli rokok 20000 kalakah menta 300 rb. Kepret ku aing siaa."
fear,"Wah bawa bawa arda, teu wani urang mah jer sok weh maneh aja"
joy,palebah onta nonggeng jeung jablay kolot nteu kuat ngabarakatak...
sadness,Teu kiat nahan cai soca ninggal foto aki
anger,china eweh basa pisan anjing hampura wae mah da menteu bagong teh lah nyusahken korona balik lewat mana siah anying sok
anger,boga kolot teh anjing gawena aambekan wae naon saria ijid ka aing ??? yeuh atuh anjing bunuh aing sakalian
fear,merapat euy! Aing ngadegdeg sieun aya nu wawuh. Jeng teu mawa helm deuih.
joy,ahhhhhh aing mah euy aya2 wae....dewek rek sare malah ngabarakatak mac iyeu.... bubaaaar.....bubaaaaar
fear,Ngaderegdeg geus sieun kanyahoan licik na...cukimay lah...
sadness,nalangsa. lebah dieu muslim kudu sabar teh  muslim ngingetan bahaya komunis tpi dituduh anti pancasila. Aneh!
anger,Tolol panitiana.. Akibat pandidikan tinggi tpi teu ngaji.. Jadi tolol
fear,"Asa sarieun kieu, dunia yg penuh sekat."
fear,"Meuni loba trit horor, benget maneh ge geus horor padahal"
fear,"Mantak teu jadi meuli ge pin, Asa sieun nempo bumbu na"
sadness,Jadi sedih aing ningali indonesia disanksi geus sababaraha bulan.
sadness,"Nyeri hate pisan,kabeh nyudutkeun persib kabeh ngahina bobotoh,ya Allah kieu geningan rasana nyeri hate the padahal persib keur aya di puncak klasemen"
fear,Kok jadi serem kieu nya om lur
sadness,"Ni sedih ninggal budak eta, deudeuh teuing domba na ka beleum"
joy,Naha aing teu eureun ieu seuseurian nyak ningali pidio ngado'a Neno..
fear,Maneh sararieun teu sih mun keur sholat jumat sabelah batuk wae
fear,serem ningal warga bandung nu mudik di bypas ngararebut muatan pinuh.ati ati lur bikin lepat alamat janteun k akherat
joy,"alhamdulillah meuni nikmat saum teh, hayoo atuh gera berhenti godinnya"
fear,Asa hariwang kieu ewag Si bos mere info aya nu geus ODP duh lah
sadness,"Karunya ayena mah, terlunta lunta dibandung atau luntang lantung"
anger,"Barangsat emang sia mah, garelut jeung aing deuh"
joy,"Hayang seuri,,sieun batal,, Kapaksa ngagakgak"
joy,Duhh gusti teu kuat aink seuseurian bae ti keur tadi wkwk
fear,"Kawas angin nu teu reureuh gumelebug, Kaulanun, ieu haté ngan tutunggulan baé. Asa lewang, asa keueung. Enya, ku seueur sametan nu teu acan kacumponan"
joy,Apresiasi kanggo lini pertahanan! Nuhun abi bungah ieu :)
joy,Alhamdulillah dianggap pemerintah jadi urang sugih
anger,Dititah ngajedog di imah hese pisan anying
fear,"Geunyal ,jol muriding nempo na eta a fahrul"
fear,"Anjis sarieun tatadi ningali aa gangster ngomong mah,aya wae samurai na"
joy,Duh tos aruwih ameung meuni bungah. Ngiring ningali rariwehna weh abdimah..
anger,ijid anjing ka lalaki ciga sia !!!! so anjing lalaki teh !!
fear,Loba anu labuh keeng kieu
fear,Aslina. Serem ningali dibacok na ge.
sadness,Ngeclak cai panon ragrag kahandap tempo geus nyieun kasalahan
sadness,"Deudeuh teuing anaking jimat awaking,keun nu atos janten buktos,nu lepat sing bisa tobat,mun jauh atuh ulah loba ngeluh,ibadahan ku kasaean"
anger,AWEWENA NI RUDET ANJ1NG :( KEHEL DA :( LEBAY PISAN :( PADAHAL MILARIAN DI PASAR OGE DA LOBA ATUH :( AI SIA HAYANG DIGAPLOK :(
sadness,Keur hayang buru buru beres teh aya we cocoba duh gusti
anger,SIA TEH KUNAON SIH YAGUSTI KEUHEUL PISAN AING
fear,Serem kieu ajig mantan ngirim video tukangeun kosan na. Hampir unggal peuting sok ngadenge wae sora kieu
anger,"Aranjing teh pamaen PERSISAM pantesna maen FTV geuralah , loba ekting pisan!"
fear,eh kalem boss meni tarik kitu ngomongna.. jadi sarieun kieu ah. ngaderegdeg kieu euy tuur
fear,gandeng eta sora lagu mani keeng kieu atu lah
joy,"Alhamdulillah meuni nikmat pisanlah hidup kaya gini tuh,mskipun besok senen tp msh berasa satnite karna besok libur"
fear,"Ya emang bahaya jas hujan kek gitu teh, tapi da manfaat Mun aing mawa Batur. Tapi da sieun ti karijet. Jaba sok gegeleberan."
fear,Sieun di padasuka ada yg odp cenah:( untung aku anaknya betah bgt dirumah
sadness,Milu ngurucud cai panon ningali maraneh
anger,"Sakit ya anjing , hakan tah goblog kumaha kalakuan sia ka aing baheula dan ayeuna sia di kitu keun ku batur ! Hakan goblog hakan tah anjing"
joy,"Ngilu bungah aslina,persib mah moodbuster pisannn... Keun bae da mahal ngahaja2 neang kabungah teh, lupakan sejenak cicilan motor ka adira, cicilan hape ka homkridit, serta bank emok yang selalu menanti"
joy,"Hatur nuhun GUSTI.. Hatur nuhun ABAH jeung UMI parantos ngajarkeun Abdi, Raka, sareng Rai"
joy,ngiring bingah ninggal ibu nagara sareng bapa akur deui
joy,Ngadon seuri ah ngeunah ieu bodor na hahahaha
anger,sakapeung sok hayang neunggeul jelema supat sepet teh
sadness,"Tétéla gening karék ku sakieu Alloh nurunkeun sarupaning kuman nu teu ka deuleu, manusa geus teu walakaya. Mangka, lebah mana atuh nu rék disombongkeun ku anjeun hé manusa..? Allohu akbar...! Mung ka mantena, abdi nyalindung tur nyuhun pitulung.."
fear,rek kaluar imahna ge sarieun kieu
sadness,"Tin jujur urg nyurucud cai panon ningali video na pas kalimat lailahailallah dipake Jang maehan jalma, sedih,, ya Allah gs saparah kieu kitu akhlak jlma zmn ayn bajaning brudak bolon knh"
joy,alhamdulillah seuri dei berkat teman teman haha
joy,"Resep gusti ningali TL seer nu maroyan. Alhamdulillah, kenikmatan kecil yg bermanfaat. Namun sukit di lakukan ketika rutinitas sedang. Padat. Sing sarehat sadayana, sing tiasa melalui fase sulit ieu ."
anger,Masih ngantosan ti priok kang jadi teu eta teh si koplok teh boa ngahuntu..
sadness,Sedih heh ningali Indonesia kieu teh .
anger,"ARANJING lah kabeh anggota DPR th, cing gera MODAR lah GAROBLOG"
fear,"Jumlah yg meninggal skrg nambah jd 25 dan death rate naik jd 8,09% dan ada info juga menhub lg koma terus kadis koprasi jabar positif. Sarieun kieu gusti:( jadi hoream ngantor"
anger,Geuleuh ih beunget sia ! Beunget sia kos begu ! Ueeeekkkkkk
sadness,Sudahi Perih Ini abi mah om sok hayang leweh
fear,alah siah gusti nu agung abdi kudu kumaha meni sararieun kieu gustiii yaallohh
anger,Emosi aing... budak Sipil mana sih. IPK sabaraha... kepret ku aing.
joy,"Geusan ah, rek ninyuh kopi heula. Hatur nuhun yah, semoga kalian asup surga. Ngeunah seuri :*"
anger,awewena deui belegug teu pd dtang ka dukun botak ...jg daek d kitu iy..jiji jijiiii tablo
sadness,"Uing ge baheula anggota pramuka, teu kieu2 teuing, Jadi asa sararedih uing mah"
fear,"Asa muriding ,padahal beurang"
anger,"Ijid anjing boga babaturan kitu, sosoan anjing!!"
fear,backround'y serem .. jd ngaderegdeg yeuh ..
joy,"Haduh emak mani regreg srg bingah ningal anak-anak emak sarumanget, baringah, semangat tadarus, ngahafal, rajin"
sadness,Korban begal??? Tapak bedog geuningan halisna :( Deudeuh teuing jang.
joy,Bungah hate aing ningali persib menang sing satuluyna sib menang menang
joy,"asa bingah ningal seueurna investor asing nu tertrik kana @DediMulyadi71pariwista pwkrta, nyaah ka kang layak jd bp pmbngunan pwkarta :)"
fear,Aing sieun ngasaan jiga kieu ajiggg
anger,Anying gelud wae sia teh goblug
anger,"Justru sia kehed nu kampungan mah,hirup loba ngareundahkeun Batur. Boa sia jauh lebih rendah"
joy,aduh alhamdulillah seuri ngakak ieu mah HAHAHAHAHA
sadness,Hyng ceurik ngajerit hate th sbner nmh
sadness,"Keur datang bulan, katamabahan nagara maburadul atuh beuki haneueul"
fear,"Ningal cuaca sae kieu, teu kiat gusti hoyong sapedahan. Sieun corona tapi.."
fear,can wani ah bisi gagal euy..tadi ge ngadegdeg sieun jol pareum
joy,"Abah Guus Endink bungah ningali rekor can pernah eleh di BPL, tapi langkung bingah deui anjeunna tiasa maenkeun pemaen ngora."
fear,"Plis euy pasteur asa ngareri kieu, asa hariwang balik jambaraha ge"
joy,"Muhun, nuhun.. Alhamdulillah, asa kumaha nya, sesah nyariosna.. Bingah pisan."
joy,"tos cekap bagja boga boga baturan siga maraneh ge teu menta nu lewih deui,sahabat mh lewih ti sagala2na"
sadness,"Duh.. karunya pisan, meuni sakituna, hayang jadi wapres rela ngarusak sagara."
joy,"Hatur nuhun teh ,, uing jdi seuseurian sorangan"
joy,meuni bungah boga batur jago sunda i lop you teu eureun2
anger,waduh eta ngahina pisan si koplok teh bagong...tapi hati2 euy jigana ngahaja rek provokasi adu domba eta mah.. mun bisa mah adukeun jeung domba garut tah jelema teh
anger,Yg difikirinnya docil muluu sih sia mahlah anj dasaar laleur!! Teu awewena teu lalakinyaa eoohhhhhh~najisinnCUIH IJID ANJING
fear,"punten bade naroskeun saklar lampu di taman lansia sareng taman cibeunying palih mana???, meuni keeung pararoek."
sadness,"watir urang mah ka si billy wa, mentalna keur naek ujug2 dibeubeutkeun"
fear,"Punten min meneruskan info ,palaur pisan ninggalna"
joy,Najan sakedeung. Ningali raray na oge aingah geus bungah. Komo dei mun sa imah
joy,"Sae pisan, Purwakarta janten Kota nu di akui ku dunia international, masyarakat Purwakarta bingah gaduh bpk Bupati na hebat. Sukses bapa"
anger,Nyinyir terus Nu Baleg GOBLOG babangus teh.
anger,"Asli anjer lieur jalan pikiranna teh kamana, samaruk corona teh jelema"
fear,jadi takut sama asa laleuleus kieu
joy,"Aduhhhhh meuni bahagia urang euy,hhhaaaaa :v"
fear,"bosen siga kieu, hayang kaluar tapi sieun ih"
fear,"Naon tateh asa hariwang teuing, bisi ku ma onam"
joy,Alhamdulillah nuhun gusti lolos ka semifinal Nuhun Persib Nuhun Bobotoh maraneh keren parah
sadness,"Ya allah ngan kur kaanjeun abdi sumerah,,neda katenangan jiwa,,,abdi nyaah kaanjeuna,,,,"
joy,"teu kuat nyeuri kulit beuteung babarakatakan, mana di tempat gawe keneh aing"
joy,Hahah meuni lucu pisan si abah teh ekspresinya wktu pemotretan mlh minta nmbah hiji deui di potret haha
joy,Bingah pisan dipasihan suasana candle light dinner di Kota Sukabumi wengi ieu.
anger,Goblog sieta beungeut body shamingeun
joy,"alhamdulillah, meni nikmat ningan hirup teh #edisi 234 + abc kopsus, ngupingkeun hariring di sisi balong :D"
sadness,dugi ka danget ayeuna kameumeut angger montel dina rasa akang teu walakaya nyingkahannana
fear,"pemain ari lolobana rongsok mah hariwang, ningal materi tim batur malangprang kitu"
sadness,"Teu wasa ninggal ade, teu damang teh"
joy,Bagja boga butut bari meunang sorangan tibatan gableg hade tapi ti kolot. Harga diri atuh anjing
joy,"Meh maraneh ngeunah seuri weh, pan kami tugasna menghibur followers nu rarungsing"
sadness,"Bray, jirim anjeun ngarongheap dipasieup imut nu ngaruntagkeun jajantung Sajongjongan, lelembutan kasirep teuteup nu teu weleh meungkeut Kuring sumerah, teu walakaya jadi tawanan nepi ka ayeuna."
joy,nuhun beh..nuhun yah..abi seuseurian teleconference wengi ayeuna..
sadness,asa teu wasa ninggal pa ketu...mugia aya dinu lindungan allah sehat walafiat paketu..Alfatihah
fear,Gilalah lagi sakit gini ditinggal drmh sendiri asa keueung
joy,"simkuring bingah pisan,ieu buktos yen sunda mah pamimpinna kedah adem ayem,silih asah,silihasuh,silih asih,sanajan simkuring hoyongna mah duet teh kang dedi sreng kang rk,mung simkuring percanten kang dedi msih tiasa ngawangun jabar nu sae oge.hatur nuhun"
fear,ODP covid19 udh ads di ciwaruga tmpt kosan aku ih sieun pgn balik nguli langsung tp takut
joy,Haturnuhun imade goodjob. Nuhun ka para pmain PERSIB. poe ayena bungah ningali arema gagal juara gagal pinalti hahhaaa
joy,"Indah itu Ketika hudang Sare anu dipikahayang Geus didepan mata,tinggal melesat !! Nuhun Gusti"
anger,"puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong, batur th rek malodar garoblog, ecreug geura bisi palidkeun ka cimanuk, jin iprit neleu kalakuan saria siga kieu mah wereu blog, ehh gusti ampun ka pangeran"
fear,Jalan nu bade ka pangandaran ge nu pas bulak-belok na wengi mah asa keueung oge wa. Komo loba tangkal nu baradag mah.
sadness,Ya Allah abdi sadrah sumerah.. Abdi nyaah kaanjeuna..
joy,abdi tiasa diajar tina komentar2 nu aya di website fersib teh.. meuni bungah pisan hate abdi
sadness,"ikhlas, tapi masih teu wasa ningal fotona. wilujeng kantun bageur mugia sing ditempatkeun dina tempat anu sakuduna :'("
sadness,"Aing mah ditinggalkeun ku indung bapa, sia mah henteu anjing.. Nyeredet kanu manah Ya Allah, cing ageung milik na,neng. ."
fear,Inikah yang dinamakan hujan dor dar gelap. Aruh gusti sarieun kieu
sadness,"Naha asa ngarasa sedih ningali @persib maen home sepi,pemain cadangan deui gegara di dzalimi ku federasi. Sok sib buktikeun di lapangan, yakin bisa meunang.aamiin"
anger,sok keuhel lamun ninggali aya keneh nu mceun runtah sakahayang
joy,"Alhamdulillah aya weh rezeki mah, hatur nuhun gusti Allah"
anger,Boikot lah tuman meh karasaeun ku manajemen!
anger,Aing teh bosen aa!!Nempo beunget sia teh!!Seseuh gera a beunget sia na
anger,garoblog da jelema teh ngariwehken we bisana teu nyaho aing lieur
joy,"Biasanya jg semur jengkol kan cupeng ma.haha""@AcungBachung: Alhamdulillah meuni nikmat tuang sareng semur tempe."
anger,"BEUNGET SIA KOS BENCONG WANI NA NGABAJAK TWITTER BATUR,MUN SIA BOGA HAREPEUN BEUNGET AINK SETANN !!"
fear,jantung urang tadi labuh bakat ku sieun:(
fear,Kunaon nya aingmah jadi sieun ku cucunguk komo nempo jurig mah. tapi leuwih sieun nempo cucunguk anu geus jadi jurig.
joy,Si bapa ieu diem-diem bae tapi sakalina bicara pikaserieun. Pertahankan pa walapun tidak jadi wakil yg baik setidak nya jadi komedian yg bisa menghibur warganya
joy,Gaya eung nu cair mah beda asa rada sumbringah ktu
anger,"Geus ma sok kasep, miskin, mun eweuh modal ma tong ngedate atuh bangsat. Ai sia kasep pisan kitu?? Gembel he'euh ai sia belegug jancok."
fear,anjiiiir sumpah ngabirigidig yeuh bulu kuduk sieun...
joy,"Alahbatan sagala boga, bagja boga budak rsepna kacida"
sadness,Naha nya min Urang mh sok disiasiakn ku lalaki padahal urang mh nges bener bener Kurang Kumha Urang mh min Diselingkuhan diharepen ge masih sabar
joy,Bari ngupingkeun lgu dina samak salambar pas pisan heu RT @CINGGIR: Panas2 goreng pisang . Nikmat dgn kecapi suling. PAS !
anger,"TOBAT SIA TEH BENCONG! HIRUP SAUKUR JADI BEBAN BATUR MAH MENDING HIRUP JADI SIKI LEUNCA, GOBLOG!"
anger,Goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti oge angger we teu ngaku keneh
sadness,"Karunyaeun ningali rarayna pikasediheun merenan, jdi di bebaskeun"
anger,Aranjing ngomongkeun babeh aing harepen budak na!
sadness,"Plis atulah ga usah share lagi korban jalur gaza, nyurucud cipanon aing mah ningalina oge. Plis nya ulah, bantu ku doa weh. Alfatihah~"
joy,Bagja urg ninggali babaturan sukses :)
sadness,Ning kie nya.. sing di kiatken manah abdi mugia alloh masihan jalan kango diri anu kr ngoceak ngomean kaperih.
fear,Asa keueung gempa mulai ka pulau jawa teh euy
anger,"Di indo mah loba pisan jelma nyinyir anying teh, keur kieu mah lain silih nyinyir."
fear,"Sarieun ningali hujann meni gede kieu mah,,,ya alloh pami tos wktun plg krj geura raat nya,,"
sadness,"Nyeredet kana hate ningal video ieu, Ya Allah"
sadness,Meni pikawatireun. Sing sabar jang Zohri. Nu penting merah-putih selalu dihati.
fear,"Dr kemaren ngored rumput liar sekitar pondok, sieun positif"
joy,Ha...ha..ha..meuni bungah hate nungali nu ngacung.
anger,Saeroyi pake acara ketabrak anying goblog pisan
anger,jelema anu musingkeun nyaeta jelema nu hituna di cangeum terus di biuskeun kana babangus aku. Terkutuk sia goblok.
fear,"Waas ceuli di capruk ubs ah wkwk, asli nempo nage sieun"
anger,"Geus ka prediksi sih bakal eleh, tapi teu di jojoet jiga kieu oge atuh bagong. Sahenteu na boga ka era jeung aya perlawanan atuh goblog. Aral anying"
sadness,Teu kabayang kahaareupna kumaha perasaan keluarga korban.. Tiap ngadenge kata PERSIB pasti hayang leweh inget ka korban..
sadness,Abi karunya warga NU di tukang ka banjiran wae Atos 3 poe berturut turut :(
joy,Pikaserieun ningal nu joged teh sundul..
fear,muhun abdi ge meni kuat ka keder kieu ieu teh
anger,Soganteng pisan bangsat
sadness,"sangsara balangsak geus kalakonan, kasusah kabungah keur disanghareupan, eta sakabeh kudu bisa nyieun sadar, sedeng kanyeri kapeurih kudu bisa mawa sabar, duanana ""UBAR DIRI"""
anger,"Goblok anying,teu boga tangkurak pisan!!"
sadness,"Tiap sholat pasti ceurik,inget indung jeung inget si eta"
fear,Tos di bumi meuni asa hariwang ... Uwih we heula atuh ..
anger,parasea weh jelema teh lieur ajig!!!
anger,Anjing mun aing jd pol ppna ku aing tonjok asli
sadness,muhun asa teu tega ningal na
anger,Ngajak gelut ih si bagong
sadness,"Sedih kieu nempona :') Panjang umur, barokah selalu, sing aya rezekina seluruh pejuang nafkah"
fear,Angin naaa meuni ageung duh sok palaur ari kieu th mangkaning imah nu dicicingan ku uing mah dikurilingan ku tatangkalaan
joy,Asa ngeunah seuri.... Nempo nu ngamuk kana motor aya... Aya nu ngamuk diobok-obok Satgas
fear,"Meuni keeung ih. Kamar paling pojok, lantai 2. Ngidupin tv volumenya digedein, risih sendiri.... Jangan sampe aja kejadia beberapa tahun lalu keulang."
anger,"Punteun mang bade naros, Eta babangus atau sungut lamun di peser ku abi sabaraha pangaosna? Babangus teh ni siga bagong kitu mang Anjing sia mah mang"
fear,Generasi suram ieu mah ah sarieun pisan
anger,TAHHHHH!!!!! BENER!!! ANYING RELATE PISAN BANGSUDD!
sadness,"Deudeuh teuing mang... Sing aya nu ngaborong mang, sing sarehat sadayana nya"
fear,"Gini gening salatri teh, ngadegdeg, sieun pingsan,"
joy,waduuuuuhh awak asa coplok.....hate bungah kacida....
joy,"Selalu ada TAWA ... gnah seuri, nuhun gusti. Ngakak so hard"
joy,Alhamdulillah Nasi goreng seafood plus bumbu pulitiknya .. Hatur nuhun Gusti Alloh...
joy,Bungah amar watasuta ri kengeng na perjuangan nu bener ekstrim mah.. mudah mudahan langgeng..
fear,nyobain iphone 3gs wuih asa ngaderegdeg sieun murag da nu batur
fear,urang ge bakat ku sieun ek pindah imah :(
anger,Eweuh kesan pesanna pisan anjing
sadness,Nu matak nyeri kana hate ningali nyurucudna cai panon anu jadi pamajikan... Deudeuh teuing bojo akang
sadness,Ya Alloh Numaha sagalana Abdi nampi kana sagàla Naon 2 nu pasihkeun ka abdi Mung ka Gusti abdi sumerah diri dina sagala cocoba
joy,"Opat hiji, lurrr. Bungah kacida mamang poe ayeuna....!! Yess."
fear,"Sieun ky Iran,ngbantah tp lgsg Menkes nya yg positif corona"
sadness,aing mah hayang cerik sia ngakomen dididieu:(
sadness,"Heeh sararedih ih. Bulan puasa ge sepi mereun da ga teraweh, ga boleh bukber"
anger,"Rek di ajar sombong ayenamah, teu paduli bagong tea lah, batur ge kitu ka aing !!!"
sadness,anying! Ieu film di sctv nyieun hayang leweh.. hayang aya di bandung deui... Mamaaaaaaaahhhh!
fear,Beli masker dimana ya euy daerah antapani aku kukulilingan ga dapet meni sieun corona
anger,"Bolokocodot samah hirup teh!! Geus aya nu setia malah di nyenyeri!! Apal karma?? Dagoan weh, babales mah leuwih peurih."
